Rank,Primary_Gene,Gene_names,Protein_names,logFC,FoldChange,adj.P.Val,Regulation,Total_Score,Priority_Tier,Statistical_Score,Mito_Score,Network_Score,Pathway_Score,Disease_Score,Druggability_Score,Is_Mitochondrial
18,MTHFD2,MTHFD2,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase",3.969354581041616,15.663715712000144,0.0100511130255423,Up,32.397343011971444,Tier 3: Low Priority,11.997785843309533,5,0.0,10.399557168661907,0,5,True
19,PRODH,PRODH,"Proline dehydrogenase 1, mitochondrial",2.884573139425612,7.384873146939248,0.0116050391871901,Up,31.629862903001364,Tier 3: Low Priority,11.35821908583447,5,0.0,10.271643817166893,0,5,True
20,MGME1,MGME1,Mitochondrial genome maintenance exonuclease 1,1.0299233812635835,2.041915806345303,0.0031207343472584,Up,31.18643212651478,Tier 3: Low Priority,2.655360105428985,5,0.0,8.531072021085796,10,5,True
21,DHODH,DHODH,"Dihydroorotate dehydrogenase (quinone), mitochondrial",2.8776751916179126,7.349648181652372,0.0379915048373303,Up,30.97042735423238,Tier 3: Low Priority,10.808689461860318,5,0.0,10.161737892372063,0,5,True
22,SLC2A1,SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1",6.1215194241333535,69.62431985991877,0.0012261428228031,Up,30.763542515513258,Tier 3: Low Priority,12.911458939652325,0,4.6875,5.16458357586093,0,8,False
23,FLAD1,FLAD1,FAD synthase;Molybdenum cofactor biosynthesis protein-like region;FAD synthase region,2.772774304458149,6.834208698314474,0.0404934036172999,Up,30.3077846879559,Tier 3: Low Priority,10.25648723996325,5,0.0,10.05129744799265,0,5,True
24,PARP1,PARP1,Poly [ADP-ribose] polymerase 1,1.82776194392768,3.5498595458958104,0.0007223833145937,Up,30.19205881880018,Tier 3: Low Priority,7.280042013428702,0,15.0,2.9120168053714806,0,5,False
25,CD44,CD44,CD44 antigen,-4.818357937689059,0.0354429392960179,0.0005008936361091,Down,29.87035628042678,Tier 4: Exploratory,13.300254486019128,0,11.25,5.320101794407651,0,0,False
26,ETFDH,ETFDH,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",-2.3059329661931955,0.2022297333339615,0.0017853378327697,Down,29.13353330739424,Tier 4: Exploratory,9.277944422828535,5,0.0,9.855588884565707,0,5,True
27,PBK,PBK,Lymphokine-activated killer T-cell-originated protein kinase,3.5276358877492866,11.532519987980937,0.0013755800750183,Up,29.099869772853356,Tier 4: Exploratory,12.861514123466682,0,6.09375,5.144605649386673,0,5,False
28,SUGCT,SUGCT,Succinate--hydroxymethylglutarate CoA-transferase,2.248450081640427,4.751720840833188,0.0012015660313267,Up,28.995003319222384,Tier 4: Exploratory,9.162502766018655,5,0.0,9.832500553203731,0,5,True
29,VPS13D,VPS13D,Vacuolar protein sorting-associated protein 13D,-4.146774173242049,0.0564542430422152,0.0005938862630402,Down,28.87155606413096,Tier 4: Exploratory,13.226296720109131,5,0.0,10.645259344021827,0,0,True
30,GLDC,GLDC,"Glycine dehydrogenase (decarboxylating), mitochondrial",1.6409533496592026,3.118718523329233,0.0008844195707453,Up,28.32223008487555,Tier 4: Exploratory,6.258108404062957,5,2.8125,9.251621680812592,0,5,True
31,DNMT3B,DNMT3B,DNA (cytosine-5)-methyltransferase 3B,6.013456326905219,64.59973434119625,0.0005008936361091,Up,28.30785628042678,Tier 4: Exploratory,13.300254486019128,0,4.6875,5.320101794407651,0,5,False
32,DHRS2,DHRS2,"Dehydrogenase/reductase SDR family member 2, mitochondrial",2.275106098132615,4.840332309674916,0.0129507738323607,Up,27.91588172589958,Tier 4: Exploratory,8.263234771582983,5,0.0,9.652646954316596,0,5,True
33,ABCD1,ABCD1,ATP-binding cassette sub-family D member 1,-2.347424589856276,0.1964964849680817,0.0345856903722433,Down,27.83787180016394,Tier 4: Exploratory,8.198226500136617,5,0.0,9.639645300027324,0,5,True
34,SUOX,SUOX,"Sulfite oxidase, mitochondrial",-2.042285653844394,0.2427787988858755,0.0016877757485395,Down,27.580936232348414,Tier 4: Exploratory,7.984113526957009,5,0.0,9.596822705391402,0,5,True
35,RPIA,RPIA,Ribose-5-phosphate isomerase,2.020813755591977,4.058126269563174,0.0017028431570958,Up,27.447472955394055,Tier 4: Exploratory,7.8728941294950445,5,0.0,9.574578825899009,0,5,True
36,ACSS1,ACSS1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",1.7082207404691492,3.267575883713046,0.0026513671423072,Up,27.341160598955938,Tier 4: Exploratory,6.117633832463282,5,0.0,9.223526766492656,0,7,True
37,MMP14,MMP14,Matrix metalloproteinase-14,-3.4451590413631994,0.0918129176511037,0.0005341369360285,Down,27.331286344817727,Tier 4: Exploratory,13.272347389155522,0,3.75,5.308938955662208,0,5,False
38,POLD1,POLD1,DNA polymerase delta catalytic subunit,2.3584541046977243,5.128205603758317,0.0011085747177936,Up,27.20900777512305,Tier 4: Exploratory,9.747505553659325,0,6.5625,3.89900222146373,0,7,False
39,ALDH1B1,ALDH1B1,"Aldehyde dehydrogenase X, mitochondrial",1.514536776082736,2.857070777187574,0.0014322877777803,Up,26.84373431335575,Tier 4: Exploratory,5.416653594463123,5,2.34375,9.083330718892626,0,5,True
40,GOSR1,GOSR1,Golgi SNAP receptor complex member 1,3.040568960567513,8.228154939016385,0.0018007390975847,Up,25.842368888317075,Tier 4: Exploratory,12.74454920594077,0,0.0,5.097819682376308,0,8,False
41,CHD1L,CHD1L,Chromodomain-helicase-DNA-binding protein 1-like,4.089123614683384,17.01958099545644,0.0015068136354538,Up,25.76321664180838,Tier 4: Exploratory,12.821940458434558,0,2.8125,5.128776183373823,0,5,False
42,WDHD1,WDHD1,WD repeat and HMG-box DNA-binding protein 1,6.562201898046605,94.4973454752463,0.0009907692089217,Up,25.705638498403587,Tier 4: Exploratory,13.004027498859706,0,7.5,5.201610999543883,0,0,False
43,NCAPD2,NCAPD2,Condensin complex subunit 1,3.012254668907812,8.068243744335687,0.0015498186293545,Up,25.43360677225907,Tier 4: Exploratory,12.809719123042191,0,7.5,5.123887649216877,0,0,False
44,L1TD1,L1TD1,LINE-1 type transposase domain-containing protein 1,4.913355618606546,30.134738043323857,0.0005597270222977,Up,25.42783321622644,Tier 4: Exploratory,13.252023725876027,0,1.875,5.300809490350411,0,5,False
45,AMT,AMT,"Aminomethyltransferase, mitochondrial",1.7664007740711358,3.4020415805617152,0.0045142628600796,Up,25.412900431720765,Tier 4: Exploratory,6.177417026433972,5,0.0,9.235483405286795,0,5,True
46,PIPOX,PIPOX,Peroxisomal sarcosine oxidase,-3.222770703537196,0.1071147674069877,0.0013440101926384,Down,25.363986412764,Tier 4: Exploratory,12.871597437688571,0,2.34375,5.1486389750754284,0,5,False
47,KIF2C,KIF2C,Kinesin-like protein KIF2C,4.388751531189426,20.94815865247523,0.000923025956155,Up,25.279950520580037,Tier 4: Exploratory,13.034786086128596,0,7.03125,5.213914434451438,0,0,False
48,GPD1,GPD1,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",-6.064020337055792,0.0149467917701609,0.0007709565404669,Down,25.233158143976823,Tier 4: Exploratory,13.112970102840587,0,1.875,5.245188041136235,0,5,False
49,ENO3,ENO3,Beta-enolase,2.91941256695942,7.565380093598427,0.0008505388109952,Up,25.07806617870482,Tier 4: Exploratory,12.66736869907487,0,2.34375,5.066947479629948,0,5,False
50,PNPO,PNPO,Pyridoxine-5-phosphate oxidase,1.903472655581356,3.741126257600269,0.0450364048854836,Up,25.036559475650424,Tier 4: Exploratory,5.86379956304202,5,0.0,9.172759912608404,0,5,True
51,P4HTM,P4HTM,Transmembrane prolyl 4-hydroxylase,-4.339837664916105,0.0493831383735635,0.0072694405079806,Down,24.993898618622097,Tier 4: Exploratory,12.138499013301498,0,0.0,4.855399605320599,0,8,False
52,NUF2,NUF2,Kinetochore protein Nuf2,2.860002262060619,7.260164626037714,0.0013939866448289,Up,24.986803776227028,Tier 4: Exploratory,12.155752697305019,0,7.96875,4.862301078922007,0,0,False
53,TRIM71,TRIM71,E3 ubiquitin-protein ligase TRIM71,5.20841125290168,36.97328316299517,0.0005938862630402,Up,24.923065408152784,Tier 4: Exploratory,13.226296720109131,0,1.40625,5.290518688043653,0,5,False
54,RPS6KA1,RPS6KA1,Ribosomal protein S6 kinase alpha-1,4.634566907089302,24.83954612021715,0.0005938862630402,Up,24.923065408152784,Tier 4: Exploratory,13.226296720109131,0,1.40625,5.290518688043653,0,5,False
55,D2HGDH,D2HGDH,"D-2-hydroxyglutarate dehydrogenase, mitochondrial",-1.6910723150376652,0.3096966505233086,0.0049049065293412,Down,24.91767700746423,Tier 4: Exploratory,5.7647308395535255,5,0.0,9.152946167910706,0,5,True
56,VRK1,VRK1,Serine/threonine-protein kinase VRK1,3.114953846398298,8.66352320293362,0.0012986648518185,Up,24.916104078798043,Tier 4: Exploratory,12.886502913427172,0,1.875,5.1546011653708685,0,5,False
57,LYPLA1,LYPLA1,Acyl-protein thioesterase 1,1.6059359681386125,3.043931658327056,0.0019517575403947,Up,24.88710476976653,Tier 4: Exploratory,5.739253974805442,5,0.0,9.147850794961089,0,5,True
58,ITPR2,ITPR2,"Inositol 1,4,5-trisphosphate receptor type 2",-3.798615824377324,0.0718625617540018,0.0089147136595339,Down,24.869849642515383,Tier 4: Exploratory,12.049892601796703,0,0.0,4.819957040718681,0,8,False
59,DHRS7B,DHRS7B,Dehydrogenase/reductase SDR family member 7B,-1.864176720043077,0.2746799059677998,0.0427916631888291,Down,24.827429320351726,Tier 4: Exploratory,5.689524433626438,5,0.0,9.137904886725288,0,5,True
60,FUCA1,FUCA1,Tissue alpha-L-fucosidase,-4.135817005935934,0.0568846413988918,0.0015862387331219,Down,24.794484029484668,Tier 4: Exploratory,12.799631449631905,0,1.875,5.119852579852762,0,5,False
61,AOX1,AOX1,Aldehyde oxidase,3.244202665435634,9.475503891465864,0.0007457564562956,Up,24.78461416933733,Tier 4: Exploratory,13.127402978098095,0,1.40625,5.250961191239238,0,5,False
62,SFXN2,SFXN2,Sideroflexin-2,2.5621873117408587,5.906024379297259,0.0107090300573548,Up,24.737423705426128,Tier 4: Exploratory,9.78118642118844,5,0.0,9.956237284237687,0,0,True
63,KCNN3,KCNN3,Small conductance calcium-activated potassium channel protein 3,-2.93583053602499,0.1306853623810952,0.0061410907169175,Down,24.647270034144412,Tier 4: Exploratory,11.890907167246008,0,0.0,4.756362866898403,0,8,False
64,SQRDL,SQRDL,"Sulfide:quinone oxidoreductase, mitochondrial",-5.0889858905248575,0.0293807311688787,0.0010541467288489,Down,24.574188508404717,Tier 4: Exploratory,12.977098934574798,0,1.40625,5.190839573829919,0,5,False
65,MSRA,MSRA,Mitochondrial peptide methionine sulfoxide reductase,-1.5940928563294676,0.3312304345566426,0.0034798082984451,Down,24.514690754627345,Tier 4: Exploratory,5.428908962189455,5,0.0,9.08578179243789,0,5,True
66,PARP4,PARP4,Poly [ADP-ribose] polymerase 4,-3.0379548648212897,0.1217543426321188,0.0006265549449566,Down,24.42175717331957,Tier 4: Exploratory,13.203040838085407,0,0.9375,5.281216335234163,0,5,False
67,IL6ST,IL6ST,Interleukin-6 receptor subunit beta,-3.679115995460003,0.0780684807447772,0.0191913816431769,Down,24.40365126122907,Tier 4: Exploratory,11.716893758020763,0,0.0,4.686757503208305,0,8,False
68,CNTFR,CNTFR,Ciliary neurotrophic factor receptor subunit alpha,3.497938629206064,11.297554638260808,0.0198123833864655,Up,24.38428858729705,Tier 4: Exploratory,11.703063276640751,0,0.0,4.6812253106563,0,8,False
69,NTRK2,NTRK2,BDNF/NT-3 growth factors receptor,-2.8066586872559327,0.1429261013795163,0.0028090631710416,Down,24.218624702596106,Tier 4: Exploratory,11.58473193042579,0,0.0,4.633892772170316,0,8,False
70,AK4,AK4,"Adenylate kinase 4, mitochondrial",1.497155507703739,2.822855945289137,0.0021722082621053,Up,24.178651292753678,Tier 4: Exploratory,5.14887607729473,5,0.0,9.029775215458946,0,5,True
71,HS3ST3B1,HS3ST3B1;HS3ST3A1,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1;Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,4.231820713858899,18.78905644665781,0.0005008936361091,Up,24.08910628042678,Tier 4: Exploratory,13.300254486019128,0,0.46875,5.320101794407651,0,5,False
72,GDPD2,GDPD2,Glycerophosphoinositol inositolphosphodiesterase GDPD2,-4.64799428464958,0.0398854320348829,0.0005341369360285,Down,24.05003634481773,Tier 4: Exploratory,13.272347389155522,0,0.46875,5.308938955662208,0,5,False
73,MCM5,MCM5,DNA replication licensing factor MCM5,2.2944363429080106,4.9056229208102415,0.0006265549449566,Up,23.857811573675644,Tier 4: Exploratory,9.67522255262546,0,10.3125,3.870089021050184,0,0,False
74,LIPA,LIPA,Lysosomal acid lipase/cholesteryl ester hydrolase,4.1436290112336325,17.674886078635318,0.0015959484683916,Up,23.85327358998158,Tier 4: Exploratory,12.79698113570113,0,0.9375,5.1187924542804515,0,5,False
75,BCL2L13,BCL2L13,Bcl-2-like protein 13,-2.2863256821113715,0.2049969454092773,0.0027557713458095,Down,23.789662276570496,Tier 4: Exploratory,8.991385230475414,5,0.0,9.798277046095082,0,0,True
76,TOMM5,TOMM5,Mitochondrial import receptor subunit TOM5 homolog,1.1010255011926966,2.145071149749639,0.0164311586452824,Up,23.747351180540313,Tier 4: Exploratory,2.2894593171169273,5,0.0,8.457891863423386,0,8,True
77,HSD17B8,HSD17B8,Estradiol 17-beta-dehydrogenase 8,-1.553957506843881,0.3405745397987559,0.0110696241562236,Down,23.670785590279724,Tier 4: Exploratory,4.725654658566437,5,0.0,8.945130931713287,0,5,True
78,MCM7,MCM7,DNA replication licensing factor MCM7,2.228909143514256,4.6877939025945645,0.000923025956155,Up,23.632314525179826,Tier 4: Exploratory,9.179331803699876,0,10.78125,3.6717327214799504,0,0,False
79,FGFR3,FGFR3,Fibroblast growth factor receptor 3,2.681261318373802,6.414164340999405,0.0021722082621053,Up,23.497167182903066,Tier 4: Exploratory,11.069405130645046,0,0.0,4.427762052258019,0,8,False
80,ALDH1A1,ALDH1A1,Retinal dehydrogenase 1,2.334201064706734,5.042716307796313,0.0007223833145937,Up,23.42463266425356,Tier 4: Exploratory,9.812237617323973,0,4.6875,3.9248950469295893,0,5,False
81,PCSK1,PCSK1,Neuroendocrine convertase 1,-3.296323145157169,0.1017906430336571,0.0015068136354538,Down,23.41946664180838,Tier 4: Exploratory,12.821940458434558,0,0.46875,5.128776183373823,0,5,False
82,EPHA2,EPHA2,Ephrin type-A receptor 2,2.027576291731748,4.077193116354602,0.0014818009239582,Up,23.372678236378817,Tier 4: Exploratory,7.9670915974134395,0,4.21875,3.1868366389653757,0,8,False
83,HSDL2,HSDL2,Hydroxysteroid dehydrogenase-like protein 2,-1.353059769096037,0.391460930043419,0.0019769872315355,Down,23.363153977282415,Tier 4: Exploratory,4.469294981068678,5,0.0,8.893858996213735,0,5,True
84,CHD7,CHD7,Chromodomain-helicase-DNA-binding protein 7,2.7700342088743377,6.821240876021755,0.0006948247432629,Up,23.21786407624805,Tier 4: Exploratory,12.008295768748606,0,1.40625,4.803318307499443,0,5,False
85,MCM2,MCM2,DNA replication licensing factor MCM2,2.314576173538516,4.974584994198233,0.0005008936361091,Up,23.19738949519639,Tier 4: Exploratory,9.873135353711707,0,9.375,3.9492541414846825,0,0,False
86,ABCB6,ABCB6,"ATP-binding cassette sub-family B member 6, mitochondrial",-1.3758228979543454,0.3853328538830385,0.0036315192854399,Down,23.182831361899968,Tier 4: Exploratory,4.31902613491664,5,0.0,8.863805226983327,0,5,True
87,LDHA,LDHA,L-lactate dehydrogenase A chain,2.3176467048271405,4.985183828111688,0.0009907692089217,Up,23.11666543219357,Tier 4: Exploratory,9.592261022995409,0,4.6875,3.8369044091981634,0,5,False
88,SPCS3,SPCS3,Signal peptidase complex subunit 3,-3.3880639838968043,0.0955192961484841,0.00114856755573,Down,23.115780837918106,Tier 4: Exploratory,12.93984345565579,0,0.0,5.175937382262316,0,5,False
89,ITGB3,ITGB3,Integrin beta-3,-4.869522587435492,0.0342079963050443,0.0015498186293545,Down,23.08985677225907,Tier 4: Exploratory,12.809719123042191,0,5.15625,5.123887649216877,0,0,False
90,PRSS56,PRSS56,Serine protease 56,-4.7624531447983856,0.0368433193498738,0.0013755800750183,Down,23.006119772853353,Tier 4: Exploratory,12.861514123466682,0,0.0,5.144605649386673,0,5,False
91,PBXIP1,PBXIP1,Pre-B-cell leukemia transcription factor-interacting protein 1,-3.148266480024644,0.1127917552572598,0.0015068136354538,Down,22.95071664180838,Tier 4: Exploratory,12.821940458434558,0,0.0,5.128776183373823,0,5,False
92,GBA3,GBA3,Cytosolic beta-glucosidase,4.193406993382994,18.29537387920736,0.001522385518341,Up,22.944465498285428,Tier 4: Exploratory,12.817475355918162,0,0.0,5.126990142367265,0,5,False
93,LIG3,LIG3,DNA ligase 3,1.2658848055819216,2.404746479093145,0.0018563565185519,Up,22.872915168630385,Tier 4: Exploratory,4.060762640525323,5,0.0,8.812152528105065,0,5,True
94,FKBP5,FKBP5,"Peptidyl-prolyl cis-trans isomerase FKBP5;Peptidyl-prolyl cis-trans isomerase FKBP5, N-terminally processed",4.104142354770373,17.19768362569935,0.0018007390975847,Up,22.842368888317075,Tier 4: Exploratory,12.74454920594077,0,0.0,5.097819682376308,0,5,False
95,LIN28A,LIN28A,Protein lin-28 homolog A,7.531587628509579,185.0264392703059,0.0005008936361091,Up,22.83910628042678,Tier 4: Exploratory,13.300254486019128,0,4.21875,5.320101794407651,0,0,False
96,MCM6,MCM6,DNA replication licensing factor MCM6,2.4247624535644547,5.369405840734943,0.0015498186293545,Up,22.81319394721025,Tier 4: Exploratory,9.933531390864465,0,8.90625,3.973412556345786,0,0,False
97,DCC,DCC,Netrin receptor DCC,2.612541141013769,6.115799630423877,0.0030685528411127,Up,22.80608093824155,Tier 4: Exploratory,10.575772098743965,0,0.0,4.230308839497586,0,8,False
98,PPP2R1B,PPP2R1B,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,2.840916732283428,7.164751822366864,0.0006948247432629,Up,22.776541740111682,Tier 4: Exploratory,12.36270838579406,0,0.46875,4.945083354317624,0,5,False
99,SULF1,SULF1,Extracellular sulfatase Sulf-1,-3.901780611297668,0.0669032167606926,0.0021272966827481,Down,22.74104071198613,Tier 4: Exploratory,12.672171937132951,0,0.0,5.068868774853181,0,5,False
100,ALPPL2,ALPPL2;ALPP,"Alkaline phosphatase, placental-like;Alkaline phosphatase, placental type",5.309262128089607,39.65036188157704,0.0022020149250252,Up,22.72005163845286,Tier 4: Exploratory,12.657179741752042,0,0.0,5.062871896700817,0,5,False
101,PUS7,PUS7,Pseudouridylate synthase 7 homolog,3.806655858386332,13.993217887103864,0.0025524511251659,Up,22.630259591164137,Tier 4: Exploratory,12.59304256511724,0,0.0,5.037217026046896,0,5,False
102,ARHGAP29,ARHGAP29,Rho GTPase-activating protein 29,-3.989201170073568,0.0629695789058143,0.0026607724878877,Down,22.604989162125904,Tier 4: Exploratory,12.57499225866136,0,0.0,5.029996903464545,0,5,False
103,ABCA8,ABCA8,ATP-binding cassette sub-family A member 8,-6.590922546654632,0.0103737222144559,0.0028641483727685,Down,22.560206282960213,Tier 4: Exploratory,12.543004487828723,0,0.0,5.01720179513149,0,5,False
104,MCM3,MCM3,DNA replication licensing factor MCM3,2.1621522267606097,4.475820647904895,0.0005938862630402,Up,22.495630995477054,Tier 4: Exploratory,9.037057853912179,0,9.84375,3.6148231415648717,0,0,False
105,DDX49,DDX49,Probable ATP-dependent RNA helicase DDX49,3.211127316597548,9.260738952115249,0.0033914176692447,Up,22.457466210090853,Tier 4: Exploratory,12.469618721493466,0,0.0,4.987847488597387,0,5,False
106,PCBD1,PCBD1,Pterin-4-alpha-carbinolamine dehydratase,-3.068246576707671,0.1192245649356806,0.0035415481584959,Down,22.431129587514736,Tier 4: Exploratory,12.450806848224811,0,0.0,4.9803227392899245,0,5,False
107,DPP7,DPP7,Dipeptidyl peptidase 2,-3.944490367693057,0.0649516340815775,0.0036315192854399,Down,22.41587630320288,Tier 4: Exploratory,12.439911645144912,0,0.0,4.975964658057965,0,5,False
108,ALPL,ALPL,"Alkaline phosphatase, tissue-nonspecific isozyme",4.235499462994342,18.83702807162675,0.0043667616297563,Up,22.303776720224654,Tier 4: Exploratory,12.35984051444618,0,0.0,4.943936205778472,0,5,False
109,DNMT3L,DNMT3L,DNA (cytosine-5)-methyltransferase 3-like,4.202019021298753,18.404912952681784,0.0048621740734859,Up,22.238437295503516,Tier 4: Exploratory,12.313169496788227,0,0.0,4.925267798715291,0,5,False
110,MAN2B1,MAN2B1,Lysosomal alpha-mannosidase;Lysosomal alpha-mannosidase A peptide;Lysosomal alpha-mannosidase B peptide;Lysosomal alpha-mannosidase C peptide;Lysosomal alpha-mannosidase D peptide;Lysosomal alpha-mannosidase E peptide,-2.497952654256963,0.1770277393014153,0.0007223833145937,Down,22.227143791105163,Tier 4: Exploratory,10.630995565075118,0,2.34375,4.2523982260300475,0,5,False
111,FECH,FECH,"Ferrochelatase, mitochondrial",-1.1797265538978745,0.4414351591280284,0.0024887002570387,Down,22.20319221220733,Tier 4: Exploratory,3.5026601768394414,5,0.0,8.700532035367889,0,5,True
112,PTRF,PTRF,Polymerase I and transcript release factor,-3.212061635833133,0.1079128343952401,0.0054698658927673,Down,22.16683264986869,Tier 4: Exploratory,12.26202332133478,0,0.0,4.904809328533912,0,5,False
113,POU2F1,POU2F1,"POU domain, class 2, transcription factor 1",3.3634364677248723,10.291893068492028,0.0055991557127738,Up,22.152628436423022,Tier 4: Exploratory,12.251877454587873,0,0.0,4.90075098183515,0,5,False
114,NNMT,NNMT,Nicotinamide N-methyltransferase,-3.82619368594992,0.0705019178708243,0.0059215289538274,Down,22.118592600001993,Tier 4: Exploratory,12.227566142858565,0,0.0,4.891026457143426,0,5,False
115,S100B,S100B,Protein S100-B,-7.588901100454199,0.0051941338220875,0.0008054456985259,Down,22.08154922688419,Tier 4: Exploratory,13.093963733488707,0,3.75,5.237585493395483,0,0,False
116,ERVK-9,ERVK-9;HERVK_113,Endogenous retrovirus group K member 9 Pol protein;Protease;Reverse transcriptase/ribonuclease H;Endogenous retrovirus group K member 113 Gag polyprotein,3.691545410635016,12.920100710968368,0.0068736519779111,Up,22.02793744476447,Tier 4: Exploratory,12.16281246054605,0,0.0,4.86512498421842,0,5,False
117,CAMKV,CAMKV,CaM kinase-like vesicle-associated protein,3.624159039772136,12.33049694776298,0.0072694405079806,Up,21.993898618622097,Tier 4: Exploratory,12.138499013301498,0,0.0,4.855399605320599,0,5,False
118,B4GAT1,B4GAT1,"Beta-1,4-glucuronyltransferase 1",-2.81285751474707,0.1423133082653409,0.0008628297047564,Down,21.97970747974461,Tier 4: Exploratory,12.128362485531866,0,0.0,4.851344994212747,0,5,False
119,H1F0,H1F0,"Histone H1.0;Histone H1.0, N-terminally processed",2.946501131032804,7.708772387541528,0.0005166828987885,Up,21.976994194771088,Tier 4: Exploratory,13.019281567693636,0,3.75,5.207712627077454,0,0,False
120,CKMT1A,CKMT1A,"Creatine kinase U-type, mitochondrial",1.2457489107749091,2.371416237380977,0.0082495309798444,Up,21.974778355284926,Tier 4: Exploratory,3.3123152960707736,5,0.0,8.662463059214154,0,5,True
